customer_id,recency,frequency,monetary,unique_products,avg_unit_price,lifespan_days,avg_order_value,purchase_rate,revenue_per_product,r_score,f_score,m_score,rfm_score,segment,churned,cluster,cluster_name,action
15034,16,14,8313.4,416,3.05,561,593.81,0.0249,19.98,5,5,5,15,Champion,0,0,Champions,"Reward with loyalty perks, ask for reviews"
15035,90,1,252.73,26,2.13,0,252.73,1.0,9.72,3,1,1,5,Hibernating,1,1,At Risk,"Send win-back campaigns, offer discounts"
15036,73,3,465.55,107,2.11,107,155.18,0.0278,4.35,3,3,2,8,At Risk,0,1,At Risk,"Send win-back campaigns, offer discounts"
15037,377,2,402.51,40,2.23,0,201.26,2.0,10.06,2,2,2,6,Hibernating,1,3,Lost,Minimal spend — low re-engagement ROI
15038,59,9,1309.86,190,3.57,366,145.54,0.0245,6.89,4,5,4,13,Champion,0,2,Loyal Customers,"Upsell premium products, increase frequency"
15039,10,93,40031.43,562,3.25,719,430.45,0.1292,71.23,5,5,5,15,Champion,0,0,Champions,"Reward with loyalty perks, ask for reviews"
15040,542,1,7.49,1,7.49,0,7.49,1.0,7.49,1,1,1,3,Lost,1,3,Lost,Minimal spend — low re-engagement ROI
15041,171,2,294.02,98,1.78,274,147.01,0.0073,3.0,3,2,2,7,At Risk,1,1,At Risk,"Send win-back campaigns, offer discounts"
15042,200,2,315.45,9,3.43,396,157.72,0.005,35.05,2,2,2,6,Hibernating,1,1,At Risk,"Send win-back campaigns, offer discounts"
15043,32,6,2873.8,39,3.3,501,478.97,0.012,73.69,4,4,4,12,Loyal,0,2,Loyal Customers,"Upsell premium products, increase frequency"
15044,20,35,16204.33,344,4.8,703,462.98,0.0497,47.11,5,5,5,15,Champion,0,0,Champions,"Reward with loyalty perks, ask for reviews"
15045,152,2,735.66,11,6.92,105,367.83,0.0189,66.88,3,2,3,8,At Risk,1,1,At Risk,"Send win-back campaigns, offer discounts"
15046,10,25,7812.39,248,3.05,685,312.5,0.0364,31.5,5,5,5,15,Champion,0,0,Champions,"Reward with loyalty perks, ask for reviews"
15047,270,1,343.62,22,2.27,0,343.62,1.0,15.62,2,1,2,5,Hibernating,1,1,At Risk,"Send win-back campaigns, offer discounts"
15048,66,4,482.75,86,2.6,303,120.69,0.0132,5.61,3,3,2,8,At Risk,0,1,At Risk,"Send win-back campaigns, offer discounts"
15049,274,1,121.17,3,1.83,0,121.17,1.0,40.39,2,1,1,4,Hibernating,1,1,At Risk,"Send win-back campaigns, offer discounts"
15050,26,5,4193.79,116,2.65,455,838.76,0.011,36.15,4,4,5,13,Champion,0,2,Loyal Customers,"Upsell premium products, increase frequency"
15051,24,9,3935.16,226,2.43,715,437.24,0.0126,17.41,4,5,5,14,Champion,0,0,Champions,"Reward with loyalty perks, ask for reviews"
15052,320,1,215.78,27,3.51,0,215.78,1.0,7.99,2,1,1,4,Hibernating,1,3,Lost,Minimal spend — low re-engagement ROI
15053,5,3,697.79,49,1.58,277,232.6,0.0108,14.24,5,3,3,11,Loyal,0,1,At Risk,"Send win-back campaigns, offer discounts"
15054,13,2,302.1,105,1.71,28,151.05,0.069,2.88,5,2,2,9,At Risk,0,1,At Risk,"Send win-back campaigns, offer discounts"
15055,475,3,560.07,77,3.14,248,186.69,0.012,7.27,1,3,2,6,Hibernating,1,3,Lost,Minimal spend — low re-engagement ROI
15056,521,1,133.45,6,3.18,0,133.45,1.0,22.24,1,1,1,3,Lost,1,3,Lost,Minimal spend — low re-engagement ROI
15057,276,5,3255.96,62,3.34,458,651.19,0.0109,52.52,2,4,5,11,Loyal,1,2,Loyal Customers,"Upsell premium products, increase frequency"
15058,26,16,3410.03,232,2.91,628,213.13,0.0254,14.7,4,5,5,14,Champion,0,0,Champions,"Reward with loyalty perks, ask for reviews"
15059,41,19,3523.57,308,3.08,692,185.45,0.0274,11.44,4,5,5,14,Champion,0,0,Champions,"Reward with loyalty perks, ask for reviews"
15060,9,4,303.09,81,1.73,0,75.77,4.0,3.74,5,3,2,10,Loyal,0,1,At Risk,"Send win-back campaigns, offer discounts"
15061,4,127,137818.52,131,2.37,734,1085.19,0.1728,1052.05,5,5,5,15,Champion,0,0,Champions,"Reward with loyalty perks, ask for reviews"
15062,72,8,2585.62,98,2.57,539,323.2,0.0148,26.38,3,4,4,11,Loyal,0,2,Loyal Customers,"Upsell premium products, increase frequency"
15063,214,1,370.8,5,8.57,0,370.8,1.0,74.16,2,1,2,5,Hibernating,1,1,At Risk,"Send win-back campaigns, offer discounts"
15064,411,4,1254.41,75,3.95,306,313.6,0.013,16.73,2,3,4,9,At Risk,1,3,Lost,Minimal spend — low re-engagement ROI
15065,38,5,3326.86,156,5.07,373,665.37,0.0134,21.33,4,4,5,13,Champion,0,2,Loyal Customers,"Upsell premium products, increase frequency"
15066,54,1,893.59,42,4.46,0,893.59,1.0,21.28,4,1,3,8,At Risk,0,1,At Risk,"Send win-back campaigns, offer discounts"
15067,79,5,3877.88,170,3.93,528,775.58,0.0095,22.81,3,4,5,12,Loyal,0,2,Loyal Customers,"Upsell premium products, increase frequency"
15068,47,4,1176.85,178,2.31,575,294.21,0.0069,6.61,4,3,3,10,Loyal,0,2,Loyal Customers,"Upsell premium products, increase frequency"
15069,180,1,1109.53,70,4.52,0,1109.53,1.0,15.85,3,1,3,7,At Risk,1,1,At Risk,"Send win-back campaigns, offer discounts"
15070,373,3,843.25,26,3.6,351,281.08,0.0085,32.43,2,3,3,8,At Risk,1,3,Lost,Minimal spend — low re-engagement ROI
15071,94,4,1455.56,41,4.69,476,363.89,0.0084,35.5,3,3,4,10,Loyal,1,2,Loyal Customers,"Upsell premium products, increase frequency"
15072,480,1,187.52,13,1.41,0,187.52,1.0,14.42,1,1,1,3,Lost,1,3,Lost,Minimal spend — low re-engagement ROI
15073,10,8,2788.02,115,3.63,672,348.5,0.0119,24.24,5,4,4,13,Champion,0,2,Loyal Customers,"Upsell premium products, increase frequency"
15074,106,3,1566.33,63,1.98,362,522.11,0.0083,24.86,3,3,4,10,Loyal,1,2,Loyal Customers,"Upsell premium products, increase frequency"
15075,78,1,773.03,27,3.31,0,773.03,1.0,28.63,3,1,3,7,At Risk,0,1,At Risk,"Send win-back campaigns, offer discounts"
15076,173,3,1447.74,68,3.33,349,482.58,0.0086,21.29,3,3,4,10,Loyal,1,2,Loyal Customers,"Upsell premium products, increase frequency"
15077,495,2,2428.08,28,5.14,235,1214.04,0.0085,86.72,1,2,4,7,At Risk,1,3,Lost,Minimal spend — low re-engagement ROI
15078,8,53,17761.88,118,2.69,728,335.13,0.0727,150.52,5,5,5,15,Champion,0,0,Champions,"Reward with loyalty perks, ask for reviews"
15079,213,11,3767.35,119,4.1,519,342.49,0.0212,31.66,2,5,5,12,Loyal,1,0,Champions,"Reward with loyalty perks, ask for reviews"
15080,428,2,546.25,31,2.39,74,273.12,0.0267,17.62,1,2,2,5,Hibernating,1,3,Lost,Minimal spend — low re-engagement ROI
15081,23,12,1965.72,75,4.57,513,163.81,0.0233,26.21,4,5,4,13,Champion,0,2,Loyal Customers,"Upsell premium products, increase frequency"
15082,669,1,93.35,6,2.24,0,93.35,1.0,15.56,1,1,1,3,Lost,1,3,Lost,Minimal spend — low re-engagement ROI
15083,257,1,88.2,5,6.67,0,88.2,1.0,17.64,2,1,1,4,Hibernating,1,1,At Risk,"Send win-back campaigns, offer discounts"
15084,380,2,965.2,31,5.96,266,482.6,0.0075,31.14,2,2,3,7,At Risk,1,3,Lost,Minimal spend — low re-engagement ROI
15085,730,1,347.54,9,2.32,0,347.54,1.0,38.62,1,1,2,4,Hibernating,1,3,Lost,Minimal spend — low re-engagement ROI
15086,565,2,218.53,10,2.89,60,109.26,0.0328,21.85,1,2,1,4,Hibernating,1,3,Lost,Minimal spend — low re-engagement ROI
15087,282,1,306.94,15,2.04,0,306.94,1.0,20.46,2,1,2,5,Hibernating,1,1,At Risk,"Send win-back campaigns, offer discounts"
15088,22,2,1160.07,53,5.27,45,580.04,0.0435,21.89,4,2,3,9,At Risk,0,1,At Risk,"Send win-back campaigns, offer discounts"
15089,11,6,2420.84,139,3.32,118,403.47,0.0504,17.42,5,4,4,13,Champion,0,2,Loyal Customers,"Upsell premium products, increase frequency"
15090,309,1,381.32,23,3.56,0,381.32,1.0,16.58,2,1,2,5,Hibernating,1,3,Lost,Minimal spend — low re-engagement ROI
15091,68,3,1046.61,55,2.54,607,348.87,0.0049,19.03,3,3,3,9,At Risk,0,2,Loyal Customers,"Upsell premium products, increase frequency"
15092,216,3,776.46,39,5.32,247,258.82,0.0121,19.91,2,3,3,8,At Risk,1,1,At Risk,"Send win-back campaigns, offer discounts"
15093,19,23,14326.11,104,2.46,713,622.87,0.0322,137.75,5,5,5,15,Champion,0,0,Champions,"Reward with loyalty perks, ask for reviews"
15094,464,2,83.0,4,3.05,181,41.5,0.011,20.75,1,2,1,4,Hibernating,1,3,Lost,Minimal spend — low re-engagement ROI
15095,104,10,3141.64,90,2.54,584,314.16,0.0171,34.91,3,5,5,13,Champion,1,2,Loyal Customers,"Upsell premium products, increase frequency"
15096,43,1,219.39,11,3.11,0,219.39,1.0,19.94,4,1,1,6,Hibernating,0,1,At Risk,"Send win-back campaigns, offer discounts"
15097,5,3,908.35,59,3.12,578,302.78,0.0052,15.4,5,3,3,11,Loyal,0,2,Loyal Customers,"Upsell premium products, increase frequency"
15098,183,3,39916.5,1,434.65,0,13305.5,3.0,39916.5,3,3,5,11,Loyal,1,0,Champions,"Reward with loyalty perks, ask for reviews"
15099,85,1,410.48,23,2.07,0,410.48,1.0,17.85,3,1,2,6,Hibernating,0,1,At Risk,"Send win-back campaigns, offer discounts"
15100,334,7,2894.7,11,6.65,367,413.53,0.019,263.15,2,4,4,10,Loyal,1,2,Loyal Customers,"Upsell premium products, increase frequency"
15101,9,6,1477.94,52,4.23,581,246.32,0.0103,28.42,5,4,4,13,Champion,0,2,Loyal Customers,"Upsell premium products, increase frequency"
15102,531,2,554.67,26,3.3,16,277.33,0.1176,21.33,1,2,2,5,Hibernating,1,3,Lost,Minimal spend — low re-engagement ROI
15103,32,2,703.36,35,5.65,55,351.68,0.0357,20.1,4,2,3,9,At Risk,0,1,At Risk,"Send win-back campaigns, offer discounts"
15104,197,2,1027.44,66,5.43,85,513.72,0.0233,15.57,2,2,3,7,At Risk,1,1,At Risk,"Send win-back campaigns, offer discounts"
15105,19,9,3094.91,129,2.49,608,343.88,0.0148,23.99,5,5,5,15,Champion,0,2,Loyal Customers,"Upsell premium products, increase frequency"
15106,18,5,1422.52,90,2.49,251,284.5,0.0198,15.81,5,4,4,13,Champion,0,2,Loyal Customers,"Upsell premium products, increase frequency"
15107,312,9,940.35,32,5.89,140,104.48,0.0638,29.39,2,5,3,10,Loyal,1,2,Loyal Customers,"Upsell premium products, increase frequency"
15108,142,4,1300.25,50,4.83,85,325.06,0.0465,26.0,3,3,4,10,Loyal,1,2,Loyal Customers,"Upsell premium products, increase frequency"
15109,246,3,983.1,46,5.43,489,327.7,0.0061,21.37,2,3,3,8,At Risk,1,2,Loyal Customers,"Upsell premium products, increase frequency"
15110,24,6,1505.85,23,7.45,461,250.98,0.013,65.47,4,4,4,12,Loyal,0,2,Loyal Customers,"Upsell premium products, increase frequency"
15111,30,5,2730.87,109,3.94,563,546.17,0.0089,25.05,4,4,4,12,Loyal,0,2,Loyal Customers,"Upsell premium products, increase frequency"
15112,612,1,209.4,7,4.36,0,209.4,1.0,29.91,1,1,1,3,Lost,1,3,Lost,Minimal spend — low re-engagement ROI
15113,10,3,3609.33,77,2.13,44,1203.11,0.0667,46.87,5,3,5,13,Champion,0,2,Loyal Customers,"Upsell premium products, increase frequency"
15114,31,12,3400.12,151,1.81,390,283.34,0.0307,22.52,4,5,5,14,Champion,0,0,Champions,"Reward with loyalty perks, ask for reviews"
15115,19,2,531.85,35,3.38,714,265.92,0.0028,15.2,5,2,2,9,At Risk,0,1,At Risk,"Send win-back campaigns, offer discounts"
15116,18,4,1352.75,37,2.76,187,338.19,0.0213,36.56,5,3,4,12,Loyal,0,2,Loyal Customers,"Upsell premium products, increase frequency"
15117,15,8,2485.97,89,2.07,619,310.75,0.0129,27.93,5,4,4,13,Champion,0,2,Loyal Customers,"Upsell premium products, increase frequency"
15118,135,1,244.8,1,0.17,0,244.8,1.0,244.8,3,1,1,5,Hibernating,1,1,At Risk,"Send win-back campaigns, offer discounts"
15119,246,1,266.4,14,7.73,0,266.4,1.0,19.03,2,1,1,4,Hibernating,1,1,At Risk,"Send win-back campaigns, offer discounts"
15120,134,1,358.82,21,4.92,0,358.82,1.0,17.09,3,1,2,6,Hibernating,1,1,At Risk,"Send win-back campaigns, offer discounts"
15121,51,2,457.72,28,4.23,238,228.86,0.0084,16.35,4,2,2,8,At Risk,0,1,At Risk,"Send win-back campaigns, offer discounts"
15122,115,11,4497.47,155,3.54,505,408.86,0.0217,29.02,3,5,5,13,Champion,1,0,Champions,"Reward with loyalty perks, ask for reviews"
15123,8,5,4656.17,149,3.0,626,931.23,0.008,31.25,5,4,5,14,Champion,0,2,Loyal Customers,"Upsell premium products, increase frequency"
15124,23,4,450.82,30,3.15,628,112.7,0.0064,15.03,4,3,2,9,At Risk,0,1,At Risk,"Send win-back campaigns, offer discounts"
15125,26,24,17024.87,151,3.93,593,709.37,0.0404,112.75,4,5,5,14,Champion,0,0,Champions,"Reward with loyalty perks, ask for reviews"
15126,537,2,449.49,25,2.8,150,224.74,0.0132,17.98,1,2,2,5,Hibernating,1,3,Lost,Minimal spend — low re-engagement ROI
15127,66,2,711.5,27,3.07,454,355.75,0.0044,26.35,3,2,3,8,At Risk,0,1,At Risk,"Send win-back campaigns, offer discounts"
15128,61,5,1783.68,87,2.12,369,356.74,0.0135,20.5,3,4,4,11,Loyal,0,2,Loyal Customers,"Upsell premium products, increase frequency"
15129,51,23,6860.18,86,2.46,559,298.27,0.0411,79.77,4,5,5,14,Champion,0,0,Champions,"Reward with loyalty perks, ask for reviews"
15130,170,1,330.11,22,2.42,0,330.11,1.0,15.0,3,1,2,6,Hibernating,1,1,At Risk,"Send win-back campaigns, offer discounts"
15131,395,1,80.28,7,2.08,0,80.28,1.0,11.47,2,1,1,4,Hibernating,1,3,Lost,Minimal spend — low re-engagement ROI
15132,19,5,977.93,49,2.06,244,195.59,0.0204,19.96,5,4,3,12,Loyal,0,2,Loyal Customers,"Upsell premium products, increase frequency"
15133,128,5,1806.9,45,2.62,392,361.38,0.0127,40.15,3,4,4,11,Loyal,1,2,Loyal Customers,"Upsell premium products, increase frequency"
15134,15,10,1596.29,47,2.22,407,159.63,0.0245,33.96,5,5,4,14,Champion,0,2,Loyal Customers,"Upsell premium products, increase frequency"
15135,240,2,305.68,17,4.88,317,152.84,0.0063,17.98,2,2,2,6,Hibernating,1,1,At Risk,"Send win-back campaigns, offer discounts"
15136,3,4,1286.7,61,2.06,93,321.68,0.0426,21.09,5,3,4,12,Loyal,0,2,Loyal Customers,"Upsell premium products, increase frequency"
15137,521,2,823.4,34,2.12,159,411.7,0.0125,24.22,1,2,3,6,Hibernating,1,3,Lost,Minimal spend — low re-engagement ROI
15138,394,1,502.52,31,4.39,0,502.52,1.0,16.21,2,1,2,5,Hibernating,1,3,Lost,Minimal spend — low re-engagement ROI
15139,240,2,178.96,13,1.35,96,89.48,0.0206,13.77,2,2,1,5,Hibernating,1,1,At Risk,"Send win-back campaigns, offer discounts"
15140,53,8,3243.69,103,2.56,390,405.46,0.0205,31.49,4,4,5,13,Champion,0,2,Loyal Customers,"Upsell premium products, increase frequency"
15141,458,7,1388.47,44,1.88,163,198.35,0.0427,31.56,1,4,4,9,At Risk,1,3,Lost,Minimal spend — low re-engagement ROI
15142,47,6,2619.92,115,2.06,454,436.65,0.0132,22.78,4,4,4,12,Loyal,0,2,Loyal Customers,"Upsell premium products, increase frequency"
15143,226,2,563.63,27,3.04,206,281.82,0.0097,20.88,2,2,2,6,Hibernating,1,1,At Risk,"Send win-back campaigns, offer discounts"
15144,9,29,12160.31,199,3.12,718,419.32,0.0403,61.11,5,5,5,15,Champion,0,0,Champions,"Reward with loyalty perks, ask for reviews"
15145,5,4,1194.73,54,3.41,244,298.68,0.0163,22.12,5,3,3,11,Loyal,0,2,Loyal Customers,"Upsell premium products, increase frequency"
15146,165,2,1327.16,90,1.53,126,663.58,0.0157,14.75,3,2,4,9,At Risk,1,2,Loyal Customers,"Upsell premium products, increase frequency"
15147,241,1,623.5,28,2.98,0,623.5,1.0,22.27,2,1,3,6,Hibernating,1,1,At Risk,"Send win-back campaigns, offer discounts"
15148,11,1,301.29,20,2.54,0,301.29,1.0,15.06,5,1,2,8,At Risk,0,1,At Risk,"Send win-back campaigns, offer discounts"
15149,134,5,1554.61,62,7.41,515,310.92,0.0097,25.07,3,4,4,11,Loyal,1,2,Loyal Customers,"Upsell premium products, increase frequency"
15150,18,13,9001.08,495,2.83,526,692.39,0.0247,18.18,5,5,5,15,Champion,0,0,Champions,"Reward with loyalty perks, ask for reviews"
15151,424,2,2085.61,56,13.8,86,1042.8,0.023,37.24,1,2,4,7,At Risk,1,3,Lost,Minimal spend — low re-engagement ROI
15152,10,14,5263.83,214,3.33,691,375.99,0.0202,24.6,5,5,5,15,Champion,0,0,Champions,"Reward with loyalty perks, ask for reviews"
15153,32,1,329.25,22,4.67,0,329.25,1.0,14.97,4,1,2,7,At Risk,0,1,At Risk,"Send win-back campaigns, offer discounts"
15154,76,3,1388.41,166,3.79,402,462.8,0.0074,8.36,3,3,4,10,Loyal,0,2,Loyal Customers,"Upsell premium products, increase frequency"
15155,384,1,383.97,24,3.91,0,383.97,1.0,16.0,2,1,2,5,Hibernating,1,3,Lost,Minimal spend — low re-engagement ROI
15156,2,3,961.49,51,2.84,32,320.5,0.0909,18.85,5,3,3,11,Loyal,0,2,Loyal Customers,"Upsell premium products, increase frequency"
15157,4,5,2654.11,152,1.76,725,530.82,0.0069,17.46,5,4,4,13,Champion,0,2,Loyal Customers,"Upsell premium products, increase frequency"
15158,46,2,606.02,11,17.71,356,303.01,0.0056,55.09,4,2,2,8,At Risk,0,1,At Risk,"Send win-back campaigns, offer discounts"
15159,2,34,22116.73,413,2.79,430,650.49,0.0789,53.55,5,5,5,15,Champion,0,0,Champions,"Reward with loyalty perks, ask for reviews"
15160,358,4,589.27,17,2.56,63,147.32,0.0625,34.66,2,3,2,7,At Risk,1,3,Lost,Minimal spend — low re-engagement ROI
15161,389,1,119.92,33,1.87,0,119.92,1.0,3.63,2,1,1,4,Hibernating,1,3,Lost,Minimal spend — low re-engagement ROI
15162,732,1,312.9,12,4.63,0,312.9,1.0,26.08,1,1,2,4,Hibernating,1,3,Lost,Minimal spend — low re-engagement ROI
15163,19,2,304.47,29,2.44,173,152.24,0.0115,10.5,5,2,2,9,At Risk,0,1,At Risk,"Send win-back campaigns, offer discounts"
15164,69,9,2068.92,243,2.71,621,229.88,0.0145,8.51,3,5,4,12,Loyal,0,2,Loyal Customers,"Upsell premium products, increase frequency"
15165,374,1,975.5,27,4.99,0,975.5,1.0,36.13,2,1,3,6,Hibernating,1,3,Lost,Minimal spend — low re-engagement ROI
15166,468,1,167.16,12,2.47,0,167.16,1.0,13.93,1,1,1,3,Lost,1,3,Lost,Minimal spend — low re-engagement ROI
15167,321,5,1659.67,262,3.22,352,331.93,0.0142,6.33,2,4,4,10,Loyal,1,2,Loyal Customers,"Upsell premium products, increase frequency"
15168,26,1,106.56,5,3.34,0,106.56,1.0,21.31,4,1,1,6,Hibernating,0,1,At Risk,"Send win-back campaigns, offer discounts"
15169,383,2,569.22,58,2.35,344,284.61,0.0058,9.81,2,2,2,6,Hibernating,1,3,Lost,Minimal spend — low re-engagement ROI
15170,407,1,81.15,4,3.18,0,81.15,1.0,20.29,2,1,1,4,Hibernating,1,3,Lost,Minimal spend — low re-engagement ROI
15171,332,1,1289.5,5,3.77,0,1289.5,1.0,257.9,2,1,4,7,At Risk,1,3,Lost,Minimal spend — low re-engagement ROI
15172,9,5,1624.05,106,2.09,227,324.81,0.0219,15.32,5,4,4,13,Champion,0,2,Loyal Customers,"Upsell premium products, increase frequency"
15173,381,7,1494.6,68,2.75,236,213.51,0.0295,21.98,2,4,4,10,Loyal,1,2,Loyal Customers,"Upsell premium products, increase frequency"
15174,323,2,481.46,34,2.47,87,240.73,0.0227,14.16,2,2,2,6,Hibernating,1,3,Lost,Minimal spend — low re-engagement ROI
15175,72,1,224.14,23,0.74,0,224.14,1.0,9.75,3,1,1,5,Hibernating,0,1,At Risk,"Send win-back campaigns, offer discounts"
15176,668,1,988.04,52,4.43,0,988.04,1.0,19.0,1,1,3,5,Hibernating,1,3,Lost,Minimal spend — low re-engagement ROI
15177,426,1,948.93,26,3.78,0,948.93,1.0,36.5,1,1,3,5,Hibernating,1,3,Lost,Minimal spend — low re-engagement ROI
15178,261,1,40.5,3,1.35,0,40.5,1.0,13.5,2,1,1,4,Hibernating,1,1,At Risk,"Send win-back campaigns, offer discounts"
15179,19,13,7491.92,225,2.99,718,576.3,0.0181,33.3,5,5,5,15,Champion,0,0,Champions,"Reward with loyalty perks, ask for reviews"
15180,368,3,904.43,46,2.27,221,301.48,0.0135,19.66,2,3,3,8,At Risk,1,3,Lost,Minimal spend — low re-engagement ROI
15181,67,5,1200.2,15,1.89,664,240.04,0.0075,80.01,3,4,3,10,Loyal,0,2,Loyal Customers,"Upsell premium products, increase frequency"
15182,155,11,2998.95,78,3.39,502,272.63,0.0219,38.45,3,5,5,13,Champion,1,2,Loyal Customers,"Upsell premium products, increase frequency"
15183,548,3,639.93,33,3.78,36,213.31,0.0811,19.39,1,3,3,7,At Risk,1,3,Lost,Minimal spend — low re-engagement ROI
15184,30,4,689.95,72,3.03,694,172.49,0.0058,9.58,4,3,3,10,Loyal,0,2,Loyal Customers,"Upsell premium products, increase frequency"
15185,71,1,310.62,21,2.33,0,310.62,1.0,14.79,3,1,2,6,Hibernating,0,1,At Risk,"Send win-back campaigns, offer discounts"
15186,15,5,1403.2,29,3.34,682,280.64,0.0073,48.39,5,4,4,13,Champion,0,2,Loyal Customers,"Upsell premium products, increase frequency"
15187,2,16,4777.18,61,3.03,210,298.57,0.0758,78.31,5,5,5,15,Champion,0,0,Champions,"Reward with loyalty perks, ask for reviews"
15188,726,1,310.43,23,2.6,0,310.43,1.0,13.5,1,1,2,4,Hibernating,1,3,Lost,Minimal spend — low re-engagement ROI
15189,2,46,17524.38,90,4.25,507,380.96,0.0906,194.72,5,5,5,15,Champion,0,0,Champions,"Reward with loyalty perks, ask for reviews"
15190,435,1,834.44,40,2.26,0,834.44,1.0,20.86,1,1,3,5,Hibernating,1,3,Lost,Minimal spend — low re-engagement ROI
15191,464,3,588.05,33,3.32,225,196.02,0.0133,17.82,1,3,2,6,Hibernating,1,3,Lost,Minimal spend — low re-engagement ROI
15192,120,5,1981.39,56,2.57,560,396.28,0.0089,35.38,3,4,4,11,Loyal,1,2,Loyal Customers,"Upsell premium products, increase frequency"
15193,61,1,499.32,19,6.4,0,499.32,1.0,26.28,3,1,2,6,Hibernating,0,1,At Risk,"Send win-back campaigns, offer discounts"
15194,4,28,12427.69,274,2.37,733,443.85,0.0381,45.36,5,5,5,15,Champion,0,0,Champions,"Reward with loyalty perks, ask for reviews"
15195,3,1,3861.0,1,2.75,0,3861.0,1.0,3861.0,5,1,5,11,Loyal,0,2,Loyal Customers,"Upsell premium products, increase frequency"
15196,433,2,316.25,34,2.45,293,158.12,0.0068,9.3,1,2,2,5,Hibernating,1,3,Lost,Minimal spend — low re-engagement ROI
15197,11,6,1877.51,44,2.61,717,312.92,0.0084,42.67,5,4,4,13,Champion,0,2,Loyal Customers,"Upsell premium products, increase frequency"
15198,93,5,571.35,28,3.07,597,114.27,0.0084,20.41,3,4,2,9,At Risk,1,2,Loyal Customers,"Upsell premium products, increase frequency"
15199,60,10,3122.4,17,4.29,516,312.24,0.0193,183.67,3,5,5,13,Champion,0,2,Loyal Customers,"Upsell premium products, increase frequency"
15200,495,1,549.05,30,3.8,0,549.05,1.0,18.3,1,1,2,4,Hibernating,1,3,Lost,Minimal spend — low re-engagement ROI
15201,88,7,1842.95,44,1.74,524,263.28,0.0133,41.89,3,4,4,11,Loyal,0,2,Loyal Customers,"Upsell premium products, increase frequency"
15202,421,3,6001.49,1,2000.5,0,2000.5,3.0,6001.49,1,3,5,9,At Risk,1,2,Loyal Customers,"Upsell premium products, increase frequency"
15203,26,15,4400.18,150,1.36,705,293.35,0.0212,29.33,4,5,5,14,Champion,0,0,Champions,"Reward with loyalty perks, ask for reviews"
15204,358,1,316.58,9,2.4,0,316.58,1.0,35.18,2,1,2,5,Hibernating,1,3,Lost,Minimal spend — low re-engagement ROI
15205,86,2,653.24,37,3.68,42,326.62,0.0465,17.66,3,2,3,8,At Risk,0,1,At Risk,"Send win-back campaigns, offer discounts"
15206,11,4,420.3,3,2.68,265,105.08,0.015,140.1,5,3,2,10,Loyal,0,1,At Risk,"Send win-back campaigns, offer discounts"
15207,417,3,683.92,19,1.64,130,227.97,0.0229,36.0,1,3,3,7,At Risk,1,3,Lost,Minimal spend — low re-engagement ROI
15208,2,6,970.52,27,4.77,422,161.75,0.0142,35.95,5,4,3,12,Loyal,0,2,Loyal Customers,"Upsell premium products, increase frequency"
15209,731,1,178.98,13,3.48,0,178.98,1.0,13.77,1,1,1,3,Lost,1,3,Lost,Minimal spend — low re-engagement ROI
15210,226,3,1176.19,66,4.74,350,392.06,0.0085,17.82,2,3,3,8,At Risk,1,2,Loyal Customers,"Upsell premium products, increase frequency"
15211,61,2,1277.48,52,5.39,304,638.74,0.0066,24.57,3,2,4,9,At Risk,0,2,Loyal Customers,"Upsell premium products, increase frequency"
15212,242,2,208.28,7,3.41,135,104.14,0.0147,29.75,2,2,1,5,Hibernating,1,1,At Risk,"Send win-back campaigns, offer discounts"
15213,319,2,328.35,22,1.55,11,164.18,0.1667,14.92,2,2,2,6,Hibernating,1,3,Lost,Minimal spend — low re-engagement ROI
15214,2,8,1661.44,109,2.42,241,207.68,0.0331,15.24,5,4,4,13,Champion,0,2,Loyal Customers,"Upsell premium products, increase frequency"
15215,47,7,2422.43,85,4.79,566,346.06,0.0123,28.5,4,4,4,12,Loyal,0,2,Loyal Customers,"Upsell premium products, increase frequency"
15216,88,2,486.09,24,3.91,531,243.04,0.0038,20.25,3,2,2,7,At Risk,0,1,At Risk,"Send win-back campaigns, offer discounts"
15217,564,1,426.24,28,3.72,0,426.24,1.0,15.22,1,1,2,4,Hibernating,1,3,Lost,Minimal spend — low re-engagement ROI
15218,11,22,11516.57,139,2.97,672,523.48,0.0327,82.85,5,5,5,15,Champion,0,0,Champions,"Reward with loyalty perks, ask for reviews"
15219,177,2,685.45,26,5.05,472,342.72,0.0042,26.36,3,2,3,8,At Risk,1,1,At Risk,"Send win-back campaigns, offer discounts"
15220,52,6,1778.96,110,2.56,229,296.49,0.0261,16.17,4,4,4,12,Loyal,0,2,Loyal Customers,"Upsell premium products, increase frequency"
15221,367,4,2465.45,21,10.35,271,616.36,0.0147,117.4,2,3,4,9,At Risk,1,2,Loyal Customers,"Upsell premium products, increase frequency"
15222,319,11,3550.91,98,1.12,404,322.81,0.0272,36.23,2,5,5,12,Loyal,1,2,Loyal Customers,"Upsell premium products, increase frequency"
15223,226,5,1417.95,26,4.1,509,283.59,0.0098,54.54,2,4,4,10,Loyal,1,2,Loyal Customers,"Upsell premium products, increase frequency"
15224,359,5,871.36,24,2.81,334,174.27,0.0149,36.31,2,4,3,9,At Risk,1,2,Loyal Customers,"Upsell premium products, increase frequency"
15225,235,1,409.4,23,3.45,0,409.4,1.0,17.8,2,1,2,5,Hibernating,1,1,At Risk,"Send win-back campaigns, offer discounts"
